SYSTEEM,JAAR_MAAND,PROVINCIENAAM,PLEEGGEMEENTE,PAALGEGEVENS,OMSCHRIJVING_FEITGROEP,INSTROOM,FLEX
WAHV ,2024 01,Drenthe,Assen,3607 Assen vaart zuidzijde thv kazerne,Snelheid,367
WAHV ,2024 01,Zuid-Holland,Capelle aan den IJssel,6604 Capelle aan den IJssel hoofdweg kruising capelseweg,Verkeerslicht,171
WAHV ,2024 01,Zuid-Holland,Capelle aan den IJssel,6605 Capelle aan den IJssel capelseweg thv perceel 112,Snelheid,473
WAHV ,2024 01,Zuid-Holland,Delft,6662 Delft n470 kruithuisweg kr laan der verenigde naties ri schipluiden,Snelheid,766
WAHV ,2024 01,Zuid-Holland,Delft,6662 Delft n470 kruithuisweg kr laan der verenigde naties ri schipluiden,Verkeerslicht,13
WAHV ,2024 01,Zuid-Holland,Delft,6663 Delft n470 kruithuisweg kr laan der verenigde naties ri pijnacker,Snelheid,960
WAHV ,2024 01,Zuid-Holland,Delft,6663 Delft n470 kruithuisweg kr laan der verenigde naties ri pijnacker,Verkeerslicht,35
WAHV ,2024 01,Zuid-Holland,Dordrecht,3287 Dordrecht provincialeweg kruising rechte zandweg,Snelheid,93
WAHV ,2024 01,Zuid-Holland,Dordrecht,3287 Dordrecht provincialeweg kruising rechte zandweg,Verkeerslicht,10
WAHV ,2024 01,Zuid-Holland,Dordrecht,3292 Dordrecht laan der verenigde naties kruising karel doormanweg,Snelheid,79
WAHV ,2024 01,Zuid-Holland,Dordrecht,3292 Dordrecht laan der verenigde naties kruising karel doormanweg,Verkeerslicht,22
WAHV ,2024 01,Zuid-Holland,Dordrecht,3293 Dordrecht laan der verenigde naties kruising thorbeckeweg,Snelheid,3
WAHV ,2024 01,Zuid-Holland,Dordrecht,3293 Dordrecht laan der verenigde naties kruising thorbeckeweg,Verkeerslicht,10
WAHV ,2024 01,Zuid-Holland,Dordrecht,3294 Dordrecht laan der verenigde naties kruising jacob van ruisdaelstraat,Snelheid,35
WAHV ,2024 01,Zuid-Holland,Dordrecht,3294 Dordrecht laan der verenigde naties kruising jacob van ruisdaelstraat,Verkeerslicht,24
WAHV ,2024 01,Zuid-Holland,Dordrecht,3295 Dordrecht laan der verenigde naties kruising s.m. hugo van gijnweg,Snelheid,14
WAHV ,2024 01,Zuid-Holland,Dordrecht,3295 Dordrecht laan der verenigde naties kruising s.m. hugo van gijnweg,Verkeerslicht,10
WAHV ,2024 01,Zuid-Holland,Dordrecht,3297 Dordrecht provincialeweg kruising vissersdijk beneden,Snelheid,37
WAHV ,2024 01,Zuid-Holland,Dordrecht,3297 Dordrecht provincialeweg kruising vissersdijk beneden,Verkeerslicht,6
WAHV ,2024 01,Zuid-Holland,Dordrecht,3300 Dordrecht s.m. hugo van gijnweg kruising campanula,Snelheid,13
WAHV ,2024 01,Zuid-Holland,Dordrecht,3300 Dordrecht s.m. hugo van gijnweg kruising campanula,Verkeerslicht,26
WAHV ,2024 01,Zuid-Holland,Dordrecht,3486 Dordrecht mijlweg kruising fietspad over a16 ri n217,Snelheid,261
WAHV ,2024 01,Zuid-Holland,Dordrecht,3486 Dordrecht mijlweg kruising fietspad over a16 ri n217,Verkeerslicht,3
WAHV ,2024 01,Zuid-Holland,Dordrecht,3487 Dordrecht laan der verenigde naties kruising toerit a16,Snelheid,161
WAHV ,2024 01,Zuid-Holland,Dordrecht,3487 Dordrecht laan der verenigde naties kruising toerit a16,Verkeerslicht,55
WAHV ,2024 01,Zuid-Holland,Dordrecht,3488 Dordrecht merwedestraat kruising toerit n3 ri papendrecht,Snelheid,23
WAHV ,2024 01,Zuid-Holland,Dordrecht,3488 Dordrecht merwedestraat kruising toerit n3 ri papendrecht,Verkeerslicht,10
WAHV ,2024 01,Zuid-Holland,Dordrecht,3489 Dordrecht baanhoekweg kruising adjudant hp kosterstraat,Snelheid,124
WAHV ,2024 01,Zuid-Holland,Dordrecht,3489 Dordrecht baanhoekweg kruising adjudant hp kosterstraat,Verkeerslicht,25
WAHV ,2024 01,Zuid-Holland,Dordrecht,3490 Dordrecht merwedestraat kruising toerit n3 ri 's gravendeel,Snelheid,59
WAHV ,2024 01,Zuid-Holland,Dordrecht,3490 Dordrecht merwedestraat kruising toerit n3 ri 's gravendeel,Verkeerslicht,15
WAHV ,2024 01,Zuid-Holland,Dordrecht,3491 Dordrecht mijlweg kruising fietspad over a16 ri zwijndrecht,Snelheid,372
WAHV ,2024 01,Zuid-Holland,Dordrecht,3491 Dordrecht mijlweg kruising fietspad over a16 ri zwijndrecht,Verkeerslicht,3
WAHV ,2024 01,Zuid-Holland,Dordrecht,3492 Dordrecht laan der verenigde naties kruising toerit a16,Snelheid,201
WAHV ,2024 01,Zuid-Holland,Dordrecht,3492 Dordrecht laan der verenigde naties kruising toerit a16,Verkeerslicht,24
WAHV ,2024 01,Zuid-Holland,Dordrecht,3857 Dordrecht n3 randweg thv hmp 3.2 richting papendrecht,Snelheid,1345
WAHV ,2024 01,Zuid-Holland,Dordrecht,3864 Dordrecht n3 randweg thv hmp 3.0 richting wantijbrug,Snelheid,489
WAHV ,2024 01,Zuid-Holland,Goeree-Overflakkee,3286 Goeree-Overflakkee n59 rijksweg kruising tonisseweg richting den bommel,Snelheid,119
WAHV ,2024 01,Zuid-Holland,Goeree-Overflakkee,3286 Goeree-Overflakkee n59 rijksweg kruising tonisseweg richting den bommel,Verkeerslicht,52
WAHV ,2024 01,Zuid-Holland,Goeree-Overflakkee,3321 Goeree-Overflakkee n59 rijksweg kruising n215 tonisseweg ri zierikzee,Snelheid,57
WAHV ,2024 01,Zuid-Holland,Goeree-Overflakkee,3321 Goeree-Overflakkee n59 rijksweg kruising n215 tonisseweg ri zierikzee,Verkeerslicht,72
WAHV ,2024 01,Zuid-Holland,Goeree-Overflakkee,3480 Goeree-Overflakkee n57 provincialeweg t.h.v. hmp 23.9 kruising vissersweg,Snelheid,1983
WAHV ,2024 01,Zuid-Holland,Goeree-Overflakkee,3480 Goeree-Overflakkee n57 provincialeweg t.h.v. hmp 23.9 kruising vissersweg,Verkeerslicht,9
WAHV ,2024 01,Zuid-Holland,Goeree-Overflakkee,3483 Goeree-Overflakkee n57 damweg  kruising vissersweg,Snelheid,639
WAHV ,2024 01,Zuid-Holland,Goeree-Overflakkee,3483 Goeree-Overflakkee n57 damweg  kruising vissersweg,Verkeerslicht,9
WAHV ,2024 01,Zuid-Holland,Goeree-Overflakkee,4623 Goeree-Overflakkee oosterweg thv oversteekplaats prins hendrikweg,Snelheid,262,True
WAHV ,2024 01,Zuid-Holland,Gouda,3244 Gouda burgemeester van reenensingel kruising plaswijckweg,Snelheid,37
WAHV ,2024 01,Zuid-Holland,Gouda,3244 Gouda burgemeester van reenensingel kruising plaswijckweg,Verkeerslicht,17
WAHV ,2024 01,Zuid-Holland,Gouda,3245 Gouda burgemeester van reenensingel kruising groen van prinsterersingel,Snelheid,12
WAHV ,2024 01,Zuid-Holland,Gouda,3245 Gouda burgemeester van reenensingel kruising groen van prinsterersingel,Verkeerslicht,12
WAHV ,2024 01,Zuid-Holland,Gouda,3752 Gouda goudse poort richting centrum,Snelheid,1667
WAHV ,2024 01,Zuid-Holland,Gouda,3753 Gouda goudse poort richting a12,Snelheid,1849
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3685 Hoeksche Waard n488 molendijk thv perceel 118,Snelheid,281
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3687 Hoeksche Waard n488 rijksstraatweg thv perceel 5,Snelheid,368
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3690 Hoeksche Waard mookhoek thv perceel 56,Snelheid,464
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3692 Hoeksche Waard rijksstraatweg thv perceel 53,Snelheid,87
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3694 Hoeksche Waard mookhoek thv perceel 111,Snelheid,45
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3696 Hoeksche Waard molendijk thv perceel 30,Snelheid,88
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3741 Hoeksche Waard sluisjesdijk thv perceel 38,Snelheid,33
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3745 Hoeksche Waard rustenburgstraat thv perceel 11,Snelheid,163
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3855 Hoeksche Waard koninginneweg kruising prinses irenestraat,Snelheid,7
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3855 Hoeksche Waard koninginneweg kruising prinses irenestraat,Verkeerslicht,22
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3856 Hoeksche Waard koninginneweg kruising steenenstraat,Snelheid,1
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3856 Hoeksche Waard koninginneweg kruising steenenstraat,Verkeerslicht,2
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3863 Hoeksche Waard n217 kruising toerit a29 zierikzee,Snelheid,77
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,3863 Hoeksche Waard n217 kruising toerit a29 zierikzee,Verkeerslicht,6
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,6658 Hoeksche Waard n217 kruising reedijk richting puttershoek,Snelheid,22
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,6658 Hoeksche Waard n217 kruising reedijk richting puttershoek,Verkeerslicht,4
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,6659 Hoeksche Waard n217 kruising reedijk richting a29,Snelheid,41
WAHV ,2024 01,Zuid-Holland,Hoeksche Waard,6659 Hoeksche Waard n217 kruising reedijk richting a29,Verkeerslicht,2
WAHV ,2024 01,Zuid-Holland,Kaag en Braassem,6652 Kaag en Braassem n207 provinciale weg kruising dokter stapenséastraat,Snelheid,737
WAHV ,2024 01,Zuid-Holland,Kaag en Braassem,6652 Kaag en Braassem n207 provinciale weg kruising dokter stapenséastraat,Verkeerslicht,25
WAHV ,2024 01,Zuid-Holland,Katwijk,3847 Katwijk molentuinweg kruising valkenburgseweg,Snelheid,8
WAHV ,2024 01,Zuid-Holland,Katwijk,3847 Katwijk molentuinweg kruising valkenburgseweg,Verkeerslicht,74
WAHV ,2024 01,Zuid-Holland,Lansingerland,6654 Lansingerland n209 overbuurtseweg kruising heulslootweg,Snelheid,958
WAHV ,2024 01,Zuid-Holland,Lansingerland,6654 Lansingerland n209 overbuurtseweg kruising heulslootweg,Verkeerslicht,15
WAHV ,2024 01,Zuid-Holland,Leiden,3250 Leiden n206 churchilllaan kruising de bazelstraat,Snelheid,39
WAHV ,2024 01,Zuid-Holland,Leiden,3250 Leiden n206 churchilllaan kruising de bazelstraat,Verkeerslicht,19
WAHV ,2024 01,Zuid-Holland,Leiden,3252 Leiden n206 churchilllaan kruising telderskade,Snelheid,98
WAHV ,2024 01,Zuid-Holland,Leiden,3252 Leiden n206 churchilllaan kruising telderskade,Verkeerslicht,10
WAHV ,2024 01,Zuid-Holland,Leiden,3254 Leiden willem de zwijgerlaan kruising sumatrastraat,Snelheid,505
WAHV ,2024 01,Zuid-Holland,Leiden,3254 Leiden willem de zwijgerlaan kruising sumatrastraat,Verkeerslicht,9
WAHV ,2024 01,Zuid-Holland,Leiden,3255 Leiden n206 churchilllaan kruising kennedylaan,Snelheid,12
WAHV ,2024 01,Zuid-Holland,Leiden,3255 Leiden n206 churchilllaan kruising kennedylaan,Verkeerslicht,3
WAHV ,2024 01,Zuid-Holland,Leiden,3256 Leiden willem de zwijgerlaan kruising ijsselmeerlaan,Snelheid,153
WAHV ,2024 01,Zuid-Holland,Leiden,3256 Leiden willem de zwijgerlaan kruising ijsselmeerlaan,Verkeerslicht,16
WAHV ,2024 01,Zuid-Holland,Leiden,3456 Leiden n206 churchilllaan kruising vijf meilaan richting katwijk,Verkeerslicht,16
WAHV ,2024 01,Zuid-Holland,Leiden,3457 Leiden n206 churchilllaan kruising vijf meilaan richting voorschoten,Verkeerslicht,19
WAHV ,2024 01,Zuid-Holland,Leiden,3889 Leiden n206 churchilllaan kruising cornelis schuytlaan,Snelheid,74
WAHV ,2024 01,Zuid-Holland,Leiden,3889 Leiden n206 churchilllaan kruising cornelis schuytlaan,Verkeerslicht,9
WAHV ,2024 01,Zuid-Holland,Leiderdorp,3668 Leiderdorp achthovenerweg thv perceel 12,Snelheid,291
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3320 Leidschendam-Voorburg prins bernhardlaan kruising veenkade,Snelheid,33
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3320 Leidschendam-Voorburg prins bernhardlaan kruising veenkade,Verkeerslicht,25
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3663 Leidschendam-Voorburg parkweg thv weverslaan richting utrechtsebaan,Snelheid,140
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3664 Leidschendam-Voorburg parkweg thv weverslaan richting leidschendam,Snelheid,96
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3837 Leidschendam-Voorburg laan van nieuw oosteinde kruising maanweg,Snelheid,9
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3837 Leidschendam-Voorburg laan van nieuw oosteinde kruising maanweg,Verkeerslicht,176
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3838 Leidschendam-Voorburg prins bernhardlaan kr laan van nieuw oosteinde,Snelheid,18
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3838 Leidschendam-Voorburg prins bernhardlaan kr laan van nieuw oosteinde,Verkeerslicht,55
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3840 Leidschendam-Voorburg prins bernhardlaan kruising sint martinuslaan,Snelheid,121
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3840 Leidschendam-Voorburg prins bernhardlaan kruising sint martinuslaan,Verkeerslicht,15
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3841 Leidschendam-Voorburg noordsingel kruising weigelia,Snelheid,449
WAHV ,2024 01,Zuid-Holland,Leidschendam-Voorburg,3841 Leidschendam-Voorburg noordsingel kruising weigelia,Verkeerslicht,77
WAHV ,2024 01,Zuid-Holland,Lisse,3669 Lisse kanaalstraat thv perceel 250,Snelheid,91
WAHV ,2024 01,Zuid-Holland,Lisse,3670 Lisse oranjelaan thv oranjehof,Snelheid,281
WAHV ,2024 01,Zuid-Holland,Nissewaard,3285 Nissewaard n218 groene kruisweg kruising verlengde verdouwenhoeck,Snelheid,116
WAHV ,2024 01,Zuid-Holland,Nissewaard,3285 Nissewaard n218 groene kruisweg kruising verlengde verdouwenhoeck,Verkeerslicht,1
WAHV ,2024 01,Zuid-Holland,Nissewaard,3475 Nissewaard n218 groene kruisweg oost kruising verdouwenhoeck,Snelheid,489
WAHV ,2024 01,Zuid-Holland,Nissewaard,3475 Nissewaard n218 groene kruisweg oost kruising verdouwenhoeck,Verkeerslicht,3
WAHV ,2024 01,Zuid-Holland,Nissewaard,3476 Nissewaard n218 groene kruisweg west  kruising kanaaldijk oost,Snelheid,305
WAHV ,2024 01,Zuid-Holland,Nissewaard,3476 Nissewaard n218 groene kruisweg west  kruising kanaaldijk oost,Verkeerslicht,14
WAHV ,2024 01,Zuid-Holland,Nissewaard,4630 Nissewaard heemraadlaan thv lichtmast 90,Snelheid,2354,True
WAHV ,2024 01,Zuid-Holland,Nissewaard,6637 Nissewaard n218 groene kruisweg kruising hartelweg,Snelheid,121
WAHV ,2024 01,Zuid-Holland,Nissewaard,6637 Nissewaard n218 groene kruisweg kruising hartelweg,Verkeerslicht,31
WAHV ,2024 01,Zuid-Holland,Nissewaard,6640 Nissewaard n218 groene kruisweg kruising oude singel richting spijkenisse,Snelheid,444
WAHV ,2024 01,Zuid-Holland,Nissewaard,6640 Nissewaard n218 groene kruisweg kruising oude singel richting spijkenisse,Verkeerslicht,2
WAHV ,2024 01,Zuid-Holland,Noordwijk,3671 Noordwijk beeklaan thv lichtmast 58,Snelheid,822
WAHV ,2024 01,Zuid-Holland,Noordwijk,3672 Noordwijk gooweg thv perceel 16,Snelheid,951
WAHV ,2024 01,Zuid-Holland,Noordwijk,3673 Noordwijk herenweg thv perceel 149,Snelheid,133
WAHV ,2024 01,Zuid-Holland,Noordwijk,3674 Noordwijk northgodreef thv w.h. van konijnenburgstraat,Snelheid,124
WAHV ,2024 01,Zuid-Holland,Papendrecht,3683 Papendrecht n3 randweg thv hmp 1.1 richting a15,Snelheid,2482
WAHV ,2024 01,Zuid-Holland,Papendrecht,3684 Papendrecht n3 randweg thv hmp 1.1 richting dordrecht,Snelheid,580
WAHV ,2024 01,Zuid-Holland,Papendrecht,6629 Papendrecht burgemeester keijzerweg kruising kennedylaan,Snelheid,5
WAHV ,2024 01,Zuid-Holland,Papendrecht,6629 Papendrecht burgemeester keijzerweg kruising kennedylaan,Verkeerslicht,17
WAHV ,2024 01,Zuid-Holland,Ridderkerk,3676 Ridderkerk geerlaan thv kruising mauritsstraat,Snelheid,365
WAHV ,2024 01,Zuid-Holland,Ridderkerk,3677 Ridderkerk rijksstraatweg thv perceel 10,Snelheid,300
WAHV ,2024 01,Zuid-Holland,Ridderkerk,3678 Ridderkerk rijksstraatweg thv perceel 187,Snelheid,205
WAHV ,2024 01,Zuid-Holland,Ridderkerk,3679 Ridderkerk rijksstraatweg thv perceel 242,Snelheid,76
WAHV ,2024 01,Zuid-Holland,Rijswijk,3227 Rijswijk sir winston churchilllaan kruising prinses margrietsingel,Snelheid,31
WAHV ,2024 01,Zuid-Holland,Rijswijk,3227 Rijswijk sir winston churchilllaan kruising prinses margrietsingel,Verkeerslicht,27
WAHV ,2024 01,Zuid-Holland,Rijswijk,3228 Rijswijk schaapweg kruising sammersweg,Snelheid,107
WAHV ,2024 01,Zuid-Holland,Rijswijk,3228 Rijswijk schaapweg kruising sammersweg,Verkeerslicht,113
WAHV ,2024 01,Zuid-Holland,Rijswijk,3344 Rijswijk generaal spoorlaan kr. steenvoordelaan ri. s106 pr.beatrixlaan,Verkeerslicht,73
WAHV ,2024 01,Zuid-Holland,Rijswijk,3446 Rijswijk  prinses beatrixlaan kruising wethouder brederodelaan,Snelheid,153
WAHV ,2024 01,Zuid-Holland,Rijswijk,3446 Rijswijk  prinses beatrixlaan kruising wethouder brederodelaan,Verkeerslicht,39
WAHV ,2024 01,Zuid-Holland,Rijswijk,3447 Rijswijk prinses beatrixlaan kruising admiraal helfrichsingel,Snelheid,170
WAHV ,2024 01,Zuid-Holland,Rijswijk,3447 Rijswijk prinses beatrixlaan kruising admiraal helfrichsingel,Verkeerslicht,47
WAHV ,2024 01,Zuid-Holland,Rotterdam,3261 Rotterdam s100 vasteland kruising westersingel,Snelheid,172
WAHV ,2024 01,Zuid-Holland,Rotterdam,3261 Rotterdam s100 vasteland kruising westersingel,Verkeerslicht,62
WAHV ,2024 01,Zuid-Holland,Rotterdam,3262 Rotterdam s103 vaanweg kruising vinkenbaan,Snelheid,173
WAHV ,2024 01,Zuid-Holland,Rotterdam,3262 Rotterdam s103 vaanweg kruising vinkenbaan,Verkeerslicht,24
WAHV ,2024 01,Zuid-Holland,Rotterdam,3263 Rotterdam s113 statenweg kruising walenburgerweg,Snelheid,225
WAHV ,2024 01,Zuid-Holland,Rotterdam,3263 Rotterdam s113 statenweg kruising walenburgerweg,Verkeerslicht,49
WAHV ,2024 01,Zuid-Holland,Rotterdam,3272 Rotterdam n492 groene kruisweg kruising duifhuisweg richting spijkenisse,Snelheid,121
WAHV ,2024 01,Zuid-Holland,Rotterdam,3272 Rotterdam n492 groene kruisweg kruising duifhuisweg richting spijkenisse,Verkeerslicht,5
WAHV ,2024 01,Zuid-Holland,Rotterdam,3273 Rotterdam n492 groene kruisweg kruising duifhuisweg richting rotterdam,Snelheid,41
WAHV ,2024 01,Zuid-Holland,Rotterdam,3273 Rotterdam n492 groene kruisweg kruising duifhuisweg richting rotterdam,Verkeerslicht,5
WAHV ,2024 01,Zuid-Holland,Rotterdam,3275 Rotterdam n492 groene kruisweg kruising koddeweg richting rotterdam,Snelheid,53
WAHV ,2024 01,Zuid-Holland,Rotterdam,3275 Rotterdam n492 groene kruisweg kruising koddeweg richting rotterdam,Verkeerslicht,19
WAHV ,2024 01,Zuid-Holland,Rotterdam,3276 Rotterdam n492 groene kruisweg kruising koddeweg richting spijkenisse,Snelheid,62
WAHV ,2024 01,Zuid-Holland,Rotterdam,3276 Rotterdam n492 groene kruisweg kruising koddeweg richting spijkenisse,Verkeerslicht,3
WAHV ,2024 01,Zuid-Holland,Rotterdam,3319 Rotterdam s106 varkenoordseviaduct kruising olympiaweg,Snelheid,184
WAHV ,2024 01,Zuid-Holland,Rotterdam,3319 Rotterdam s106 varkenoordseviaduct kruising olympiaweg,Verkeerslicht,88
WAHV ,2024 01,Zuid-Holland,Rotterdam,3468 Rotterdam n471 g.k.  van hogendorpweg kruising van der duijn van maasdamweg,Snelheid,325
WAHV ,2024 01,Zuid-Holland,Rotterdam,3468 Rotterdam n471 g.k.  van hogendorpweg kruising van der duijn van maasdamweg,Verkeerslicht,29
WAHV ,2024 01,Zuid-Holland,Rotterdam,3469 Rotterdam bosdreef kruising boszoom,Snelheid,203
WAHV ,2024 01,Zuid-Holland,Rotterdam,3469 Rotterdam bosdreef kruising boszoom,Verkeerslicht,34
WAHV ,2024 01,Zuid-Holland,Rotterdam,3470 Rotterdam stadhoudersweg kruising van aerssenlaan,Snelheid,82
WAHV ,2024 01,Zuid-Holland,Rotterdam,3470 Rotterdam stadhoudersweg kruising van aerssenlaan,Verkeerslicht,78
WAHV ,2024 01,Zuid-Holland,Rotterdam,3471 Rotterdam vaanweg kruising victor hugoweg,Snelheid,562
WAHV ,2024 01,Zuid-Holland,Rotterdam,3471 Rotterdam vaanweg kruising victor hugoweg,Verkeerslicht,47
WAHV ,2024 01,Zuid-Holland,Rotterdam,3554 Rotterdam stadionweg kruising burgerhoutstraat,Snelheid,358
WAHV ,2024 01,Zuid-Holland,Rotterdam,3554 Rotterdam stadionweg kruising burgerhoutstraat,Verkeerslicht,29
WAHV ,2024 01,Zuid-Holland,Rotterdam,3559 Rotterdam laan op zuid kruising 2e rosestraat,Snelheid,143
WAHV ,2024 01,Zuid-Holland,Rotterdam,3559 Rotterdam laan op zuid kruising 2e rosestraat,Verkeerslicht,41
WAHV ,2024 01,Zuid-Holland,Rotterdam,3560 Rotterdam a16 afrit 24 john f. kennedyweg kruising stadionweg,Snelheid,836
WAHV ,2024 01,Zuid-Holland,Rotterdam,3560 Rotterdam a16 afrit 24 john f. kennedyweg kruising stadionweg,Verkeerslicht,26
WAHV ,2024 01,Zuid-Holland,Rotterdam,3680 Rotterdam gordelweg thv perceel 200a,Snelheid,638
WAHV ,2024 01,Zuid-Holland,Rotterdam,3758 Rotterdam s113 statenweg thv oversteekplaats statensingel,Snelheid,2045
WAHV ,2024 01,Zuid-Holland,Rotterdam,3851 Rotterdam pres rooseveltweg kr pr alexanderln ri ommoord,Snelheid,74
WAHV ,2024 01,Zuid-Holland,Rotterdam,3851 Rotterdam pres rooseveltweg kr pr alexanderln ri ommoord,Verkeerslicht,41
WAHV ,2024 01,Zuid-Holland,Rotterdam,3852 Rotterdam pres rooseveltweg kr pr alexanderln ri zevenkamp,Snelheid,209
WAHV ,2024 01,Zuid-Holland,Rotterdam,3852 Rotterdam pres rooseveltweg kr pr alexanderln ri zevenkamp,Verkeerslicht,14
WAHV ,2024 01,Zuid-Holland,Rotterdam,3853 Rotterdam s109 hoofdweg kr pr alexanderlaan richting a16,Snelheid,78
WAHV ,2024 01,Zuid-Holland,Rotterdam,3853 Rotterdam s109 hoofdweg kr pr alexanderlaan richting a16,Verkeerslicht,56
WAHV ,2024 01,Zuid-Holland,Rotterdam,3854 Rotterdam s109 hoofdweg kr pr alexanderlaan ri capelseweg,Snelheid,64
WAHV ,2024 01,Zuid-Holland,Rotterdam,3854 Rotterdam s109 hoofdweg kr pr alexanderlaan ri capelseweg,Verkeerslicht,5
WAHV ,2024 01,Zuid-Holland,Rotterdam,3931 Rotterdam s107 a. v. rijckevorselweg kr burg. oudlaan,Snelheid,115
WAHV ,2024 01,Zuid-Holland,Rotterdam,3931 Rotterdam s107 a. v. rijckevorselweg kr burg. oudlaan,Verkeerslicht,36
WAHV ,2024 01,Zuid-Holland,Rotterdam,3932 Rotterdam s107 maasboulevard kr oude plantagedreef,Snelheid,4053
WAHV ,2024 01,Zuid-Holland,Rotterdam,3932 Rotterdam s107 maasboulevard kr oude plantagedreef,Verkeerslicht,10
WAHV ,2024 01,Zuid-Holland,Rotterdam,4629 Rotterdam molenvliet thv tramhalte smeetslandsedijk,Snelheid,2264,True
WAHV ,2024 01,Zuid-Holland,Vlaardingen,3472 Vlaardingen marathonweg kruising floris de vijfdelaan,Snelheid,28
WAHV ,2024 01,Zuid-Holland,Vlaardingen,3472 Vlaardingen marathonweg kruising floris de vijfdelaan,Verkeerslicht,31
WAHV ,2024 01,Zuid-Holland,Vlaardingen,3473 Vlaardingen marathonweg kruising billitonlaan,Snelheid,46
WAHV ,2024 01,Zuid-Holland,Vlaardingen,3473 Vlaardingen marathonweg kruising billitonlaan,Verkeerslicht,10
WAHV ,2024 01,Zuid-Holland,Vlaardingen,4303 Vlaardingen holysingel t.h.v. lichtmast 116,Snelheid,387,True
WAHV ,2024 01,Zuid-Holland,Voorne aan Zee,3274 Voorne aan Zee n494 kanaaldijk west kruising groene kruisweg oost,Verkeerslicht,29
WAHV ,2024 01,Zuid-Holland,Voorschoten,3458 Voorschoten n448 wijngaardenlaan kruising burgemeester de kempenaerstraat,Snelheid,14
WAHV ,2024 01,Zuid-Holland,Voorschoten,3458 Voorschoten n448 wijngaardenlaan kruising burgemeester de kempenaerstraat,Verkeerslicht,20
WAHV ,2024 01,Zuid-Holland,Voorschoten,3459 Voorschoten n447 voorschoterweg  kruising leidseweg,Snelheid,357
WAHV ,2024 01,Zuid-Holland,Voorschoten,3459 Voorschoten n447 voorschoterweg  kruising leidseweg,Verkeerslicht,26
WAHV ,2024 01,Zuid-Holland,Waddinxveen,6650 Waddinxveen n207 henegouwerweg thv hmp 24.1,Snelheid,2357
WAHV ,2024 01,Zuid-Holland,Wassenaar,3230 Wassenaar katwijkseweg kruising storm van 's gravesandeweg,Snelheid,4
